X,y,q
-12.767374995827003,-18.15612620138058,1.0
-12.765369411750296,-18.15612620138058,1.0
-12.763363827673588,-18.15612620138058,1.0
-12.761358243596879,-18.15612620138058,1.0
-12.759352659520172,-18.15612620138058,1.0
-12.757347075443464,-18.15612620138058,1.0
-12.755341491366755,-18.15612620138058,1.0
-12.753335907290047,-18.15612620138058,1.0
-12.75133032321334,-18.15612620138058,1.0
-12.74932473913663,-18.15612620138058,1.0
-12.747319155059923,-18.15612620138058,1.0
-12.745313570983216,-18.15612620138058,1.0
-12.743307986906506,-18.15612620138058,1.0
-12.741302402829799,-18.15612620138058,1.0
-12.739296818753092,-18.15612620138058,1.0
-12.737291234676382,-18.15612620138058,1.0
-12.735285650599675,-18.15612620138058,1.0
-12.733280066522967,-18.15612620138058,1.0
-12.731274482446258,-18.15612620138058,1.0
-12.72926889836955,-18.15612620138058,1.0
-12.727263314292843,-18.15612620138058,1.0
-12.725257730216134,-18.15612620138058,1.0
-12.723252146139426,-18.15612620138058,1.0
-12.721246562062719,-18.15612620138058,1.0
-12.71924097798601,-18.15612620138058,1.0
-12.717235393909302,-18.15612620138058,1.0
-12.715229809832595,-18.15612620138058,1.0
-12.713224225755887,-18.15612620138058,1.0
-12.711218641679178,-18.15612620138058,1.0
-12.70921305760247,-18.15612620138058,1.0
-12.707207473525763,-18.15612620138058,1.0
-12.705201889449054,-18.15612620138058,1.0
-12.703196305372346,-18.15612620138058,1.0
-12.701190721295639,-18.15612620138058,1.0
-12.69918513721893,-18.15612620138058,1.0
-12.697179553142222,-18.15612620138058,1.0
-12.695173969065515,-18.15612620138058,1.0
-12.693168384988805,-18.15612620138058,1.0
-12.691162800912098,-18.15612620138058,1.0
-12.68915721683539,-18.15612620138058,1.0
-12.687151632758681,-18.15612620138058,1.0
-12.685146048681974,-18.15612620138058,1.0
-12.683140464605266,-18.15612620138058,1.0
-12.681134880528557,-18.15612620138058,1.0
-12.67912929645185,-18.15612620138058,1.0
-12.677123712375142,-18.15612620138058,1.0
-12.675118128298433,-18.15612620138058,1.0
-12.673112544221725,-18.15612620138058,1.0
-12.671106960145018,-18.15612620138058,1.0
-12.669101376068308,-18.15612620138058,1.0
-12.667095791991601,-18.15612620138058,1.0
-12.665090207914893,-18.15612620138058,1.0
-12.663084623838184,-18.15612620138058,1.0
-12.661079039761477,-18.15612620138058,1.0
-12.65907345568477,-18.15612620138058,1.0
-12.657067871608062,-18.15612620138058,1.0
-12.655062287531353,-18.15612620138058,1.0
-12.653056703454645,-18.15612620138058,1.0
-12.651051119377938,-18.15612620138058,1.0
-12.649045535301228,-18.15612620138058,1.0
-12.64703995122452,-18.15612620138058,1.0
-12.645034367147813,-18.15612620138058,1.0
-12.643028783071104,-18.15612620138058,1.0
-12.641023198994397,-18.15612620138058,1.0
-12.63901761491769,-18.15612620138058,1.0
-12.63701203084098,-18.15612620138058,1.0
-12.635006446764272,-18.15612620138058,1.0
-12.633000862687565,-18.15612620138058,1.0
-12.630995278610856,-18.15612620138058,1.0
-12.628989694534148,-18.15612620138058,1.0
-12.62698411045744,-18.15612620138058,1.0
-12.624978526380731,-18.15612620138058,1.0
-12.622972942304024,-18.15612620138058,1.0
-12.620967358227317,-18.15612620138058,1.0
-12.618961774150607,-18.15612620138058,1.0
-12.6169561900739,-18.15612620138058,1.0
-12.614950605997192,-18.15612620138058,1.0
-12.612945021920483,-18.15612620138058,1.0
-12.610939437843776,-18.15612620138058,1.0
-12.608933853767068,-18.15612620138058,1.0
-12.60692826969036,-18.15612620138058,1.0
-12.604922685613651,-18.15612620138058,1.0
-12.602917101536944,-18.15612620138058,1.0
-12.600911517460236,-18.15612620138058,1.0
-12.598905933383527,-18.15612620138058,1.0
-12.59690034930682,-18.15612620138058,1.0
-12.594894765230112,-18.15612620138058,1.0
-12.592889181153403,-18.15612620138058,1.0
-12.590883597076695,-18.15612620138058,1.0
-12.588878012999988,-18.15612620138058,1.0
-12.586872428923279,-18.15612620138058,1.0
-12.584866844846571,-18.15612620138058,1.0
-12.582861260769864,-18.15612620138058,1.0
-12.580855676693155,-18.15612620138058,1.0
-12.578850092616447,-18.15612620138058,1.0
-12.57684450853974,-18.15612620138058,1.0
-12.57483892446303,-18.15612620138058,1.0
-12.572833340386323,-18.15612620138058,1.0
-12.570827756309615,-18.15612620138058,1.0
-12.568822172232906,-18.15612620138058,1.0
-12.566816588156199,-18.15612620138058,1.0
-12.564811004079491,-18.15612620138058,1.0
-12.562805420002782,-18.15612620138058,1.0
-12.560799835926074,-18.15612620138058,1.0
-12.558794251849367,-18.15612620138058,1.0
-12.556788667772658,-18.15612620138058,1.0
-12.55478308369595,-18.15612620138058,1.0
-12.552777499619243,-18.15612620138058,1.0
-12.550771915542533,-18.15612620138058,1.0
-12.548766331465826,-18.15612620138058,1.0
-12.546760747389119,-18.15612620138058,1.0
-12.544755163312411,-18.15612620138058,1.0
-12.542749579235702,-18.15612620138058,1.0
-12.540743995158994,-18.15612620138058,1.0
-12.538738411082287,-18.15612620138058,1.0
-12.536732827005578,-18.15612620138058,1.0
-12.53472724292887,-18.15612620138058,1.0
-12.532721658852163,-18.15612620138058,1.0
-12.530716074775453,-18.15612620138058,1.0
-12.528710490698746,-18.15612620138058,1.0
-12.526704906622038,-18.15612620138058,1.0
-12.52469932254533,-18.15612620138058,1.0
-12.522693738468622,-18.15612620138058,1.0
-12.520688154391914,-18.15612620138058,1.0
-12.518682570315205,-18.15612620138058,1.0
-12.516676986238497,-18.15612620138058,1.0
-12.51467140216179,-18.15612620138058,1.0
-12.51266581808508,-18.15612620138058,1.0
-12.510660234008373,-18.15612620138058,1.0
-12.508654649931666,-18.15612620138058,1.0
-12.506649065854957,-18.15612620138058,1.0
-12.504643481778249,-18.15612620138058,1.0
-12.502637897701542,-18.15612620138058,1.0
-12.500632313624834,-18.15612620138058,1.0
-12.498626729548125,-18.15612620138058,1.0
-12.496621145471417,-18.15612620138058,1.0
-12.49461556139471,-18.15612620138058,1.0
-12.492609977318,-18.15612620138058,1.0
-12.490604393241293,-18.15612620138058,1.0
-12.488598809164586,-18.15612620138058,1.0
-12.486593225087876,-18.15612620138058,1.0
-12.484587641011169,-18.15612620138058,1.0
-12.482582056934461,-18.15612620138058,1.0
-12.480576472857752,-18.15612620138058,1.0
-12.478570888781045,-18.15612620138058,1.0
-12.476565304704337,-18.15612620138058,1.0
-12.474559720627628,-18.15612620138058,1.0
-12.47255413655092,-18.15612620138058,1.0
-12.470548552474213,-18.15612620138058,1.0
-12.468542968397504,-18.15612620138058,1.0
-12.466537384320796,-18.15612620138058,1.0
-12.464531800244089,-18.15612620138058,1.0
-12.46252621616738,-18.15612620138058,1.0
-12.460520632090672,-18.15612620138058,1.0
-12.458515048013965,-18.15612620138058,1.0
-12.456509463937255,-18.15612620138058,1.0
-12.454503879860548,-18.15612620138058,1.0
-12.45249829578384,-18.15612620138058,1.0
-12.450492711707131,-18.15612620138058,1.0
-12.448487127630424,-18.15612620138058,1.0
-12.446481543553716,-18.15612620138058,1.0
-12.444475959477007,-18.15612620138058,1.0
-12.4424703754003,-18.15612620138058,1.0
-12.440464791323592,-18.15612620138058,1.0
-12.438459207246883,-18.15612620138058,1.0
-12.436453623170175,-18.15612620138058,1.0
-12.434448039093468,-18.15612620138058,1.0
-12.43244245501676,-18.15612620138058,1.0
-12.430436870940051,-18.15612620138058,1.0
-12.428431286863344,-18.15612620138058,1.0
-12.426425702786636,-18.15612620138058,1.0
-12.424420118709927,-18.15612620138058,1.0
-12.42241453463322,-18.15612620138058,1.0
-12.420408950556512,-18.15612620138058,1.0
-12.418403366479803,-18.15612620138058,1.0
-12.416397782403095,-18.15612620138058,1.0
-12.414392198326388,-18.15612620138058,1.0
-12.412386614249678,-18.15612620138058,1.0
-12.410381030172971,-18.15612620138058,1.0
-12.408375446096263,-18.15612620138058,1.0
-12.406369862019554,-18.15612620138058,1.0
-12.404364277942847,-18.15612620138058,1.0
-12.40235869386614,-18.15612620138058,1.0
-12.40035310978943,-18.15612620138058,1.0
-12.398347525712722,-18.15612620138058,1.0
-12.396341941636015,-18.15612620138058,1.0
-12.394336357559306,-18.15612620138058,1.0
-12.392330773482598,-18.15612620138058,1.0
-12.39032518940589,-18.15612620138058,1.0
-12.388319605329183,-18.15612620138058,1.0
-12.386314021252474,-18.15612620138058,1.0
-12.384308437175767,-18.15612620138058,1.0
-12.382302853099059,-18.15612620138058,1.0
-12.38029726902235,-18.15612620138058,1.0
-12.378291684945642,-18.15612620138058,1.0
-12.376286100868935,-18.15612620138058,1.0
-12.374280516792226,-18.15612620138058,1.0
-12.372274932715518,-18.15612620138058,1.0
-12.37026934863881,-18.15612620138058,1.0
-12.368263764562101,-18.15612620138058,1.0
-12.366258180485394,-18.15612620138058,1.0
-12.364252596408686,-18.15612620138058,1.0
-12.362247012331977,-18.15612620138058,1.0
-12.36024142825527,-18.15612620138058,1.0
-12.358235844178562,-18.15612620138058,1.0
-12.356230260101853,-18.15612620138058,1.0
-12.354224676025146,-18.15612620138058,1.0
-12.352219091948438,-18.15612620138058,1.0
-12.350213507871729,-18.15612620138058,1.0
-12.348207923795021,-18.15612620138058,1.0
-12.346202339718314,-18.15612620138058,1.0
-12.344196755641605,-18.15612620138058,1.0
-12.342191171564897,-18.15612620138058,1.0
-12.34018558748819,-18.15612620138058,1.0
-12.33818000341148,-18.15612620138058,1.0
-12.336174419334773,-18.15612620138058,1.0
-12.334168835258065,-18.15612620138058,1.0
-12.332163251181356,-18.15612620138058,1.0
-12.330157667104649,-18.15612620138058,1.0
-12.328152083027941,-18.15612620138058,1.0
-12.326146498951234,-18.15612620138058,1.0
-12.324140914874524,-18.15612620138058,1.0
-12.322135330797817,-18.15612620138058,1.0
-12.32012974672111,-18.15612620138058,1.0
-12.3181241626444,-18.15612620138058,1.0
-12.316118578567693,-18.15612620138058,1.0
-12.314112994490985,-18.15612620138058,1.0
-12.312107410414276,-18.15612620138058,1.0
-12.310101826337569,-18.15612620138058,1.0
-12.308096242260861,-18.15612620138058,1.0
-12.306090658184152,-18.15612620138058,1.0
-12.304085074107444,-18.15612620138058,1.0
-12.302079490030737,-18.15612620138058,1.0
-12.300073905954028,-18.15612620138058,1.0
-12.29806832187732,-18.15612620138058,1.0
-12.296062737800613,-18.15612620138058,1.0
-12.294057153723903,-18.15612620138058,1.0
-12.292051569647196,-18.15612620138058,1.0
-12.290045985570488,-18.15612620138058,1.0
-12.28804040149378,-18.15612620138058,1.0
-12.286034817417072,-18.15612620138058,1.0
-12.284029233340364,-18.15612620138058,1.0
-12.282023649263657,-18.15612620138058,1.0
-12.280018065186947,-18.15612620138058,1.0
-12.27801248111024,-18.15612620138058,1.0
-12.276006897033533,-18.15612620138058,1.0
-12.274001312956823,-18.15612620138058,1.0
-12.271995728880116,-18.15612620138058,1.0
-12.269990144803408,-18.15612620138058,1.0
-12.267984560726699,-18.15612620138058,1.0
-12.265978976649992,-18.15612620138058,1.0
-12.263973392573284,-18.15612620138058,1.0
-12.261967808496575,-18.15612620138058,1.0
-12.259962224419867,-18.15612620138058,1.0
-12.25795664034316,-18.15612620138058,1.0
-12.25595105626645,-18.15612620138058,1.0
-12.253945472189743,-18.15612620138058,1.0
-12.251939888113036,-18.15612620138058,1.0
-12.249934304036326,-18.15612620138058,1.0
-12.247928719959619,-18.15612620138058,1.0
-12.245923135882911,-18.15612620138058,1.0
-12.243917551806202,-18.15612620138058,1.0
-12.241911967729495,-18.15612620138058,1.0
-12.239906383652787,-18.15612620138058,1.0
-12.237900799576078,-18.15612620138058,1.0
-12.23589521549937,-18.15612620138058,1.0
-12.233889631422663,-18.15612620138058,1.0
-12.231884047345954,-18.15612620138058,1.0
-12.229878463269246,-18.15612620138058,1.0
-12.227872879192539,-18.15612620138058,1.0
-12.22586729511583,-18.15612620138058,1.0
-12.223861711039122,-18.15612620138058,1.0
-12.221856126962415,-18.15612620138058,1.0
-12.219850542885705,-18.15612620138058,1.0
-12.217844958808998,-18.15612620138058,1.0
-12.21583937473229,-18.15612620138058,1.0
-12.213833790655583,-18.15612620138058,1.0
-12.211828206578874,-18.15612620138058,1.0
-12.209822622502166,-18.15612620138058,1.0
-12.207817038425459,-18.15612620138058,1.0
-12.20581145434875,-18.15612620138058,1.0
-12.203805870272042,-18.15612620138058,1.0
-12.201800286195335,-18.15612620138058,1.0
-12.199794702118625,-18.15612620138058,1.0
-12.197789118041918,-18.15612620138058,1.0
-12.19578353396521,-18.15612620138058,1.0
-12.193777949888501,-18.15612620138058,1.0
-12.191772365811794,-18.15612620138058,1.0
-12.189766781735086,-18.15612620138058,1.0
-12.187761197658377,-18.15612620138058,1.0
-12.18575561358167,-18.15612620138058,1.0
-12.183750029504962,-18.15612620138058,1.0
-12.181744445428253,-18.15612620138058,1.0
-12.179738861351545,-18.15612620138058,1.0
-12.177733277274838,-18.15612620138058,1.0
-12.175727693198128,-18.15612620138058,1.0
-12.173722109121421,-18.15612620138058,1.0
-12.171716525044713,-18.15612620138058,1.0
-12.169710940968006,-18.15612620138058,1.0
-12.167705356891297,-18.15612620138058,1.0
-12.16569977281459,-18.15612620138058,1.0
-12.163694188737882,-18.15612620138058,1.0
-12.161688604661173,-18.15612620138058,1.0
-12.159683020584465,-18.15612620138058,1.0
-12.157677436507758,-18.15612620138058,1.0
-12.155671852431048,-18.15612620138058,1.0
-12.15366626835434,-18.15612620138058,1.0
-12.151660684277633,-18.15612620138058,1.0
-12.149655100200924,-18.15612620138058,1.0
-12.147649516124217,-18.15612620138058,1.0
-12.14564393204751,-18.15612620138058,1.0
-12.1436383479708,-18.15612620138058,1.0
-12.141632763894092,-18.15612620138058,1.0
-12.139627179817385,-18.15612620138058,1.0
-12.137621595740676,-18.15612620138058,1.0
-12.135616011663968,-18.15612620138058,1.0
-12.13361042758726,-18.15612620138058,1.0
-12.131604843510551,-18.15612620138058,1.0
-12.129599259433844,-18.15612620138058,1.0
-12.127593675357137,-18.15612620138058,1.0
-12.125588091280427,-18.15612620138058,1.0
-12.12358250720372,-18.15612620138058,1.0
-12.121576923127012,-18.15612620138058,1.0
-12.119571339050303,-18.15612620138058,1.0
-12.117565754973596,-18.15612620138058,1.0
-12.115560170896888,-18.15612620138058,1.0
-12.113554586820179,-18.15612620138058,1.0
-12.111549002743471,-18.15612620138058,1.0
-12.109543418666764,-18.15612620138058,1.0
-12.107537834590055,-18.15612620138058,1.0
-12.105532250513347,-18.15612620138058,1.0
-12.10352666643664,-18.15612620138058,1.0
-12.101521082359932,-18.15612620138058,1.0
-12.099515498283223,-18.15612620138058,1.0
-12.097509914206515,-18.15612620138058,1.0
-12.095504330129808,-18.15612620138058,1.0
-12.093498746053099,-18.15612620138058,1.0
-12.091493161976391,-18.15612620138058,1.0
-12.089487577899684,-18.15612620138058,1.0
-12.087481993822975,-18.15612620138058,1.0
-12.085476409746267,-18.15612620138058,1.0
-12.08347082566956,-18.15612620138058,1.0
-12.08146524159285,-18.15612620138058,1.0
-12.079459657516143,-18.15612620138058,1.0
-12.077454073439435,-18.15612620138058,1.0
-12.075448489362726,-18.15612620138058,1.0
-12.073442905286019,-18.15612620138058,1.0
-12.071437321209311,-18.15612620138058,1.0
-12.069431737132604,-18.15612620138058,1.0
-12.067426153055894,-18.15612620138058,1.0
-12.065420568979187,-18.15612620138058,1.0
-12.06341498490248,-18.15612620138058,1.0
-12.06140940082577,-18.15612620138058,1.0
-12.059403816749063,-18.15612620138058,1.0
-12.057398232672355,-18.15612620138058,1.0
-12.055392648595646,-18.15612620138058,1.0
-12.053387064518938,-18.15612620138058,1.0
-12.051381480442231,-18.15612620138058,1.0
-12.049375896365522,-18.15612620138058,1.0
-12.047370312288814,-18.15612620138058,1.0
-12.045364728212107,-18.15612620138058,1.0
-12.043359144135398,-18.15612620138058,1.0
-12.04135356005869,-18.15612620138058,1.0
-12.039347975981983,-18.15612620138058,1.0
-12.037342391905273,-18.15612620138058,1.0
-12.035336807828566,-18.15612620138058,1.0
-12.033331223751858,-18.15612620138058,1.0
-12.03132563967515,-18.15612620138058,1.0
-12.029320055598442,-18.15612620138058,1.0
-12.027314471521734,-18.15612620138058,1.0
-12.025308887445025,-18.15612620138058,1.0
-12.023303303368317,-18.15612620138058,1.0
-12.02129771929161,-18.15612620138058,1.0
-12.0192921352149,-18.15612620138058,1.0
-12.017286551138193,-18.15612620138058,1.0
-12.015280967061486,-18.15612620138058,1.0
-12.013275382984776,-18.15612620138058,1.0
-12.011269798908069,-18.15612620138058,1.0
-12.009264214831362,-18.15612620138058,1.0
-12.007258630754652,-18.15612620138058,1.0
-12.005253046677945,-18.15612620138058,1.0
-12.003247462601237,-18.15612620138058,1.0
-12.001241878524528,-18.15612620138058,1.0
-11.99923629444782,-18.15612620138058,1.0
-11.997230710371113,-18.15612620138058,1.0
-11.995225126294406,-18.15612620138058,1.0
-11.993219542217696,-18.15612620138058,1.0
-11.991213958140989,-18.15612620138058,1.0
-11.989208374064281,-18.15612620138058,1.0
-11.987202789987572,-18.15612620138058,1.0
-11.985197205910865,-18.15612620138058,1.0
-11.983191621834157,-18.15612620138058,1.0
-11.981186037757448,-18.15612620138058,1.0
-11.97918045368074,-18.15612620138058,1.0
-11.977174869604033,-18.15612620138058,1.0
-11.975169285527324,-18.15612620138058,1.0
-11.973163701450616,-18.15612620138058,1.0
-11.971158117373909,-18.15612620138058,1.0
-11.9691525332972,-18.15612620138058,1.0
-11.967146949220492,-18.15612620138058,1.0
-11.965141365143785,-18.15612620138058,1.0
-11.963135781067075,-18.15612620138058,1.0
-11.961130196990368,-18.15612620138058,1.0
-11.95912461291366,-18.15612620138058,1.0
-11.957119028836953,-18.15612620138058,1.0
-11.955113444760244,-18.15612620138058,1.0
-11.953107860683536,-18.15612620138058,1.0
-11.951102276606829,-18.15612620138058,1.0
-11.94909669253012,-18.15612620138058,1.0
-11.947091108453412,-18.15612620138058,1.0
-11.945085524376704,-18.15612620138058,1.0
-11.943079940299995,-18.15612620138058,1.0
-11.941074356223288,-18.15612620138058,1.0
-11.93906877214658,-18.15612620138058,1.0
-11.937063188069871,-18.15612620138058,1.0
-11.935057603993164,-18.15612620138058,1.0
-11.933052019916456,-18.15612620138058,1.0
-11.931046435839747,-18.15612620138058,1.0
-11.92904085176304,-18.15612620138058,1.0
-11.927035267686332,-18.15612620138058,1.0
-11.925029683609623,-18.15612620138058,1.0
-11.923024099532915,-18.15612620138058,1.0
-11.921018515456208,-18.15612620138058,1.0
-11.919012931379498,-18.15612620138058,1.0
-11.91700734730279,-18.15612620138058,1.0
-11.915001763226083,-18.15612620138058,1.0
-11.912996179149374,-18.15612620138058,1.0
-11.910990595072667,-18.15612620138058,1.0
-11.90898501099596,-18.15612620138058,1.0
-11.90697942691925,-18.15612620138058,1.0
-11.904973842842542,-18.15612620138058,1.0
-11.902968258765835,-18.15612620138058,1.0
-11.900962674689126,-18.15612620138058,1.0
-11.898957090612418,-18.15612620138058,1.0
-11.89695150653571,-18.15612620138058,1.0
-11.894945922459002,-18.15612620138058,1.0
-11.892940338382294,-18.15612620138058,1.0
-11.890934754305587,-18.15612620138058,1.0
-11.888929170228877,-18.15612620138058,1.0
-11.88692358615217,-18.15612620138058,1.0
-11.884918002075462,-18.15612620138058,1.0
-11.882912417998755,-18.15612620138058,1.0
-11.880906833922046,-18.15612620138058,1.0
-11.878901249845338,-18.15612620138058,1.0
-11.87689566576863,-18.15612620138058,1.0
-11.874890081691921,-18.15612620138058,1.0
-11.872884497615214,-18.15612620138058,1.0
-11.870878913538506,-18.15612620138058,1.0
-11.868873329461797,-18.15612620138058,1.0
-11.86686774538509,-18.15612620138058,1.0
-11.864862161308382,-18.15612620138058,1.0
-11.862856577231673,-18.15612620138058,1.0
-11.860850993154965,-18.15612620138058,1.0
-11.858845409078258,-18.15612620138058,1.0
-11.856839825001549,-18.15612620138058,1.0
-11.854834240924841,-18.15612620138058,1.0
-11.852828656848134,-18.15612620138058,1.0
-11.850823072771426,-18.15612620138058,1.0
