X,y,q
-7.34427565240844,-18.15612620138058,1.0
-7.3422700683317315,-18.15612620138058,1.0
-7.340264484255024,-18.15612620138058,1.0
-7.338258900178315,-18.15612620138058,1.0
-7.336253316101608,-18.15612620138058,1.0
-7.3342477320249,-18.15612620138058,1.0
-7.332242147948191,-18.15612620138058,1.0
-7.330236563871484,-18.15612620138058,1.0
-7.328230979794776,-18.15612620138058,1.0
-7.326225395718067,-18.15612620138058,1.0
-7.324219811641359,-18.15612620138058,1.0
-7.322214227564651,-18.15612620138058,1.0
-7.320208643487943,-18.15612620138058,1.0
-7.3182030594112355,-18.15612620138058,1.0
-7.316197475334527,-18.15612620138058,1.0
-7.31419189125782,-18.15612620138058,1.0
-7.312186307181111,-18.15612620138058,1.0
-7.310180723104403,-18.15612620138058,1.0
-7.308175139027695,-18.15612620138058,1.0
-7.306169554950987,-18.15612620138058,1.0
-7.304163970874279,-18.15612620138058,1.0
-7.302158386797571,-18.15612620138058,1.0
-7.300152802720862,-18.15612620138058,1.0
-7.2981472186441545,-18.15612620138058,1.0
-7.296141634567447,-18.15612620138058,1.0
-7.294136050490739,-18.15612620138058,1.0
-7.292130466414029,-18.15612620138058,1.0
-7.290124882337323,-18.15612620138058,1.0
-7.288119298260614,-18.15612620138058,1.0
-7.286113714183907,-18.15612620138058,1.0
-7.284108130107199,-18.15612620138058,1.0
-7.28210254603049,-18.15612620138058,1.0
-7.280096961953783,-18.15612620138058,1.0
-7.278091377877074,-18.15612620138058,1.0
-7.276085793800366,-18.15612620138058,1.0
-7.2740802097236585,-18.15612620138058,1.0
-7.27207462564695,-18.15612620138058,1.0
-7.270069041570242,-18.15612620138058,1.0
-7.268063457493534,-18.15612620138058,1.0
-7.266057873416826,-18.15612620138058,1.0
-7.264052289340118,-18.15612620138058,1.0
-7.26204670526341,-18.15612620138058,1.0
-7.260041121186702,-18.15612620138058,1.0
-7.258035537109994,-18.15612620138058,1.0
-7.256029953033286,-18.15612620138058,1.0
-7.2540243689565775,-18.15612620138058,1.0
-7.25201878487987,-18.15612620138058,1.0
-7.250013200803162,-18.15612620138058,1.0
-7.248007616726453,-18.15612620138058,1.0
-7.246002032649746,-18.15612620138058,1.0
-7.2439964485730375,-18.15612620138058,1.0
-7.241990864496329,-18.15612620138058,1.0
-7.239985280419622,-18.15612620138058,1.0
-7.237979696342913,-18.15612620138058,1.0
-7.235974112266205,-18.15612620138058,1.0
-7.233968528189497,-18.15612620138058,1.0
-7.231962944112789,-18.15612620138058,1.0
-7.229957360036082,-18.15612620138058,1.0
-7.227951775959373,-18.15612620138058,1.0
-7.225946191882665,-18.15612620138058,1.0
-7.223940607805957,-18.15612620138058,1.0
-7.221935023729249,-18.15612620138058,1.0
-7.219929439652541,-18.15612620138058,1.0
-7.217923855575833,-18.15612620138058,1.0
-7.215918271499125,-18.15612620138058,1.0
-7.213912687422416,-18.15612620138058,1.0
-7.211907103345709,-18.15612620138058,1.0
-7.209901519269,-18.15612620138058,1.0
-7.207895935192292,-18.15612620138058,1.0
-7.205890351115585,-18.15612620138058,1.0
-7.203884767038876,-18.15612620138058,1.0
-7.201879182962169,-18.15612620138058,1.0
-7.1998735988854605,-18.15612620138058,1.0
-7.197868014808752,-18.15612620138058,1.0
-7.195862430732045,-18.15612620138058,1.0
-7.193856846655336,-18.15612620138058,1.0
-7.191851262578628,-18.15612620138058,1.0
-7.1898456785019205,-18.15612620138058,1.0
-7.187840094425212,-18.15612620138058,1.0
-7.185834510348504,-18.15612620138058,1.0
-7.183828926271796,-18.15612620138058,1.0
-7.181823342195088,-18.15612620138058,1.0
-7.1798177581183795,-18.15612620138058,1.0
-7.177812174041672,-18.15612620138058,1.0
-7.175806589964964,-18.15612620138058,1.0
-7.173801005888256,-18.15612620138058,1.0
-7.171795421811548,-18.15612620138058,1.0
-7.169789837734839,-18.15612620138058,1.0
-7.167784253658132,-18.15612620138058,1.0
-7.165778669581424,-18.15612620138058,1.0
-7.163773085504715,-18.15612620138058,1.0
-7.161767501428008,-18.15612620138058,1.0
-7.159761917351299,-18.15612620138058,1.0
-7.157756333274591,-18.15612620138058,1.0
-7.155750749197884,-18.15612620138058,1.0
-7.153745165121175,-18.15612620138058,1.0
-7.151739581044467,-18.15612620138058,1.0
-7.149733996967759,-18.15612620138058,1.0
-7.147728412891051,-18.15612620138058,1.0
-7.1457228288143435,-18.15612620138058,1.0
-7.143717244737635,-18.15612620138058,1.0
-7.141711660660927,-18.15612620138058,1.0
-7.139706076584219,-18.15612620138058,1.0
-7.137700492507511,-18.15612620138058,1.0
-7.135694908430803,-18.15612620138058,1.0
-7.133689324354095,-18.15612620138058,1.0
-7.131683740277387,-18.15612620138058,1.0
-7.129678156200678,-18.15612620138058,1.0
-7.127672572123971,-18.15612620138058,1.0
-7.1256669880472625,-18.15612620138058,1.0
-7.123661403970555,-18.15612620138058,1.0
-7.121655819893847,-18.15612620138058,1.0
-7.119650235817138,-18.15612620138058,1.0
-7.117644651740431,-18.15612620138058,1.0
-7.1156390676637225,-18.15612620138058,1.0
-7.113633483587014,-18.15612620138058,1.0
-7.111627899510307,-18.15612620138058,1.0
-7.109622315433598,-18.15612620138058,1.0
-7.10761673135689,-18.15612620138058,1.0
-7.105611147280182,-18.15612620138058,1.0
-7.103605563203474,-18.15612620138058,1.0
-7.101599979126766,-18.15612620138058,1.0
-7.099594395050058,-18.15612620138058,1.0
-7.09758881097335,-18.15612620138058,1.0
-7.095583226896642,-18.15612620138058,1.0
-7.093577642819934,-18.15612620138058,1.0
-7.091572058743226,-18.15612620138058,1.0
-7.089566474666518,-18.15612620138058,1.0
-7.08756089058981,-18.15612620138058,1.0
-7.085555306513101,-18.15612620138058,1.0
-7.083549722436394,-18.15612620138058,1.0
-7.0815441383596855,-18.15612620138058,1.0
-7.079538554282977,-18.15612620138058,1.0
-7.07753297020627,-18.15612620138058,1.0
-7.075527386129561,-18.15612620138058,1.0
-7.073521802052853,-18.15612620138058,1.0
-7.0715162179761455,-18.15612620138058,1.0
-7.069510633899437,-18.15612620138058,1.0
-7.06750504982273,-18.15612620138058,1.0
-7.065499465746021,-18.15612620138058,1.0
-7.063493881669313,-18.15612620138058,1.0
-7.061488297592605,-18.15612620138058,1.0
-7.059482713515897,-18.15612620138058,1.0
-7.057477129439189,-18.15612620138058,1.0
-7.055471545362481,-18.15612620138058,1.0
-7.053465961285773,-18.15612620138058,1.0
-7.0514603772090645,-18.15612620138058,1.0
-7.049454793132357,-18.15612620138058,1.0
-7.047449209055649,-18.15612620138058,1.0
-7.04544362497894,-18.15612620138058,1.0
-7.043438040902233,-18.15612620138058,1.0
-7.041432456825524,-18.15612620138058,1.0
-7.039426872748817,-18.15612620138058,1.0
-7.037421288672109,-18.15612620138058,1.0
-7.0354157045954,-18.15612620138058,1.0
-7.033410120518693,-18.15612620138058,1.0
-7.031404536441984,-18.15612620138058,1.0
-7.029398952365276,-18.15612620138058,1.0
-7.0273933682885685,-18.15612620138058,1.0
-7.02538778421186,-18.15612620138058,1.0
-7.023382200135152,-18.15612620138058,1.0
-7.021376616058444,-18.15612620138058,1.0
-7.019371031981736,-18.15612620138058,1.0
-7.017365447905028,-18.15612620138058,1.0
-7.01535986382832,-18.15612620138058,1.0
-7.013354279751612,-18.15612620138058,1.0
-7.011348695674904,-18.15612620138058,1.0
-7.009343111598196,-18.15612620138058,1.0
-7.0073375275214875,-18.15612620138058,1.0
-7.00533194344478,-18.15612620138058,1.0
-7.003326359368072,-18.15612620138058,1.0
-7.001320775291363,-18.15612620138058,1.0
-6.999315191214656,-18.15612620138058,1.0
-6.9973096071379475,-18.15612620138058,1.0
-6.995304023061239,-18.15612620138058,1.0
-6.993298438984532,-18.15612620138058,1.0
-6.991292854907823,-18.15612620138058,1.0
-6.989287270831115,-18.15612620138058,1.0
-6.987281686754407,-18.15612620138058,1.0
-6.985276102677699,-18.15612620138058,1.0
-6.983270518600992,-18.15612620138058,1.0
-6.981264934524283,-18.15612620138058,1.0
-6.979259350447575,-18.15612620138058,1.0
-6.977253766370867,-18.15612620138058,1.0
-6.975248182294159,-18.15612620138058,1.0
-6.973242598217451,-18.15612620138058,1.0
-6.971237014140743,-18.15612620138058,1.0
-6.969231430064035,-18.15612620138058,1.0
-6.967225845987326,-18.15612620138058,1.0
-6.965220261910619,-18.15612620138058,1.0
-6.963214677833911,-18.15612620138058,1.0
-6.961209093757203,-18.15612620138058,1.0
-6.959203509680495,-18.15612620138058,1.0
-6.957197925603786,-18.15612620138058,1.0
-6.955192341527079,-18.15612620138058,1.0
-6.9531867574503705,-18.15612620138058,1.0
-6.951181173373662,-18.15612620138058,1.0
-6.949175589296955,-18.15612620138058,1.0
-6.947170005220246,-18.15612620138058,1.0
-6.945164421143538,-18.15612620138058,1.0
-6.9431588370668305,-18.15612620138058,1.0
-6.941153252990122,-18.15612620138058,1.0
-6.939147668913414,-18.15612620138058,1.0
-6.937142084836706,-18.15612620138058,1.0
-6.935136500759998,-18.15612620138058,1.0
-6.93313091668329,-18.15612620138058,1.0
-6.931125332606581,-18.15612620138058,1.0
-6.929119748529874,-18.15612620138058,1.0
-6.927114164453166,-18.15612620138058,1.0
-6.925108580376457,-18.15612620138058,1.0
-6.923102996299749,-18.15612620138058,1.0
-6.921097412223042,-18.15612620138058,1.0
-6.919091828146334,-18.15612620138058,1.0
-6.917086244069625,-18.15612620138058,1.0
-6.915080659992918,-18.15612620138058,1.0
-6.913075075916209,-18.15612620138058,1.0
-6.911069491839501,-18.15612620138058,1.0
-6.9090639077627936,-18.15612620138058,1.0
-6.907058323686085,-18.15612620138058,1.0
-6.905052739609378,-18.15612620138058,1.0
-6.903047155532669,-18.15612620138058,1.0
-6.901041571455961,-18.15612620138058,1.0
-6.8990359873792535,-18.15612620138058,1.0
-6.897030403302545,-18.15612620138058,1.0
-6.895024819225837,-18.15612620138058,1.0
-6.893019235149129,-18.15612620138058,1.0
-6.89101365107242,-18.15612620138058,1.0
-6.889008066995712,-18.15612620138058,1.0
-6.887002482919005,-18.15612620138058,1.0
-6.884996898842297,-18.15612620138058,1.0
-6.882991314765588,-18.15612620138058,1.0
-6.880985730688881,-18.15612620138058,1.0
-6.8789801466121725,-18.15612620138058,1.0
-6.876974562535465,-18.15612620138058,1.0
-6.874968978458757,-18.15612620138058,1.0
-6.872963394382048,-18.15612620138058,1.0
-6.870957810305341,-18.15612620138058,1.0
-6.868952226228632,-18.15612620138058,1.0
-6.866946642151923,-18.15612620138058,1.0
-6.864941058075217,-18.15612620138058,1.0
-6.862935473998507,-18.15612620138058,1.0
-6.8609298899218,-18.15612620138058,1.0
-6.858924305845092,-18.15612620138058,1.0
-6.856918721768384,-18.15612620138058,1.0
-6.854913137691676,-18.15612620138058,1.0
-6.852907553614968,-18.15612620138058,1.0
-6.85090196953826,-18.15612620138058,1.0
-6.848896385461551,-18.15612620138058,1.0
-6.846890801384844,-18.15612620138058,1.0
-6.844885217308136,-18.15612620138058,1.0
-6.842879633231428,-18.15612620138058,1.0
-6.84087404915472,-18.15612620138058,1.0
-6.838868465078011,-18.15612620138058,1.0
-6.836862881001303,-18.15612620138058,1.0
-6.834857296924595,-18.15612620138058,1.0
-6.832851712847887,-18.15612620138058,1.0
-6.830846128771179,-18.15612620138058,1.0
-6.828840544694471,-18.15612620138058,1.0
-6.826834960617763,-18.15612620138058,1.0
-6.824829376541055,-18.15612620138058,1.0
-6.822823792464347,-18.15612620138058,1.0
-6.82081820838764,-18.15612620138058,1.0
-6.818812624310931,-18.15612620138058,1.0
-6.816807040234223,-18.15612620138058,1.0
-6.8148014561575145,-18.15612620138058,1.0
-6.812795872080807,-18.15612620138058,1.0
-6.810790288004099,-18.15612620138058,1.0
-6.808784703927391,-18.15612620138058,1.0
-6.806779119850683,-18.15612620138058,1.0
-6.8047735357739745,-18.15612620138058,1.0
-6.802767951697267,-18.15612620138058,1.0
-6.800762367620559,-18.15612620138058,1.0
-6.79875678354385,-18.15612620138058,1.0
-6.796751199467143,-18.15612620138058,1.0
-6.794745615390434,-18.15612620138058,1.0
-6.792740031313727,-18.15612620138058,1.0
-6.790734447237019,-18.15612620138058,1.0
-6.78872886316031,-18.15612620138058,1.0
-6.786723279083603,-18.15612620138058,1.0
-6.784717695006894,-18.15612620138058,1.0
-6.782712110930186,-18.15612620138058,1.0
-6.7807065268534785,-18.15612620138058,1.0
-6.778700942776769,-18.15612620138058,1.0
-6.776695358700062,-18.15612620138058,1.0
-6.774689774623354,-18.15612620138058,1.0
-6.772684190546646,-18.15612620138058,1.0
-6.7706786064699385,-18.15612620138058,1.0
-6.76867302239323,-18.15612620138058,1.0
-6.766667438316522,-18.15612620138058,1.0
-6.764661854239814,-18.15612620138058,1.0
-6.762656270163106,-18.15612620138058,1.0
-6.7606506860863975,-18.15612620138058,1.0
-6.75864510200969,-18.15612620138058,1.0
-6.756639517932981,-18.15612620138058,1.0
-6.754633933856273,-18.15612620138058,1.0
-6.752628349779566,-18.15612620138058,1.0
-6.7506227657028575,-18.15612620138058,1.0
-6.748617181626149,-18.15612620138058,1.0
-6.746611597549442,-18.15612620138058,1.0
-6.744606013472733,-18.15612620138058,1.0
-6.742600429396026,-18.15612620138058,1.0
-6.740594845319317,-18.15612620138058,1.0
-6.738589261242609,-18.15612620138058,1.0
-6.736583677165902,-18.15612620138058,1.0
-6.734578093089192,-18.15612620138058,1.0
-6.732572509012485,-18.15612620138058,1.0
-6.730566924935777,-18.15612620138058,1.0
-6.728561340859069,-18.15612620138058,1.0
-6.726555756782361,-18.15612620138058,1.0
-6.724550172705653,-18.15612620138058,1.0
-6.722544588628945,-18.15612620138058,1.0
-6.720539004552236,-18.15612620138058,1.0
-6.718533420475529,-18.15612620138058,1.0
-6.716527836398821,-18.15612620138058,1.0
-6.714522252322113,-18.15612620138058,1.0
-6.712516668245405,-18.15612620138058,1.0
-6.710511084168696,-18.15612620138058,1.0
-6.708505500091989,-18.15612620138058,1.0
-6.7064999160152805,-18.15612620138058,1.0
-6.704494331938572,-18.15612620138058,1.0
-6.702488747861865,-18.15612620138058,1.0
-6.700483163785156,-18.15612620138058,1.0
-6.698477579708448,-18.15612620138058,1.0
-6.6964719956317404,-18.15612620138058,1.0
-6.694466411555032,-18.15612620138058,1.0
-6.692460827478324,-18.15612620138058,1.0
-6.690455243401616,-18.15612620138058,1.0
-6.688449659324908,-18.15612620138058,1.0
-6.6864440752482,-18.15612620138058,1.0
-6.684438491171492,-18.15612620138058,1.0
-6.682432907094784,-18.15612620138058,1.0
-6.680427323018076,-18.15612620138058,1.0
-6.678421738941368,-18.15612620138058,1.0
-6.6764161548646594,-18.15612620138058,1.0
-6.674410570787952,-18.15612620138058,1.0
-6.672404986711244,-18.15612620138058,1.0
-6.670399402634535,-18.15612620138058,1.0
-6.668393818557828,-18.15612620138058,1.0
-6.666388234481119,-18.15612620138058,1.0
-6.664382650404411,-18.15612620138058,1.0
-6.6623770663277035,-18.15612620138058,1.0
-6.660371482250995,-18.15612620138058,1.0
-6.658365898174288,-18.15612620138058,1.0
-6.656360314097579,-18.15612620138058,1.0
-6.654354730020871,-18.15612620138058,1.0
-6.6523491459441635,-18.15612620138058,1.0
-6.650343561867455,-18.15612620138058,1.0
-6.648337977790747,-18.15612620138058,1.0
-6.646332393714039,-18.15612620138058,1.0
-6.644326809637331,-18.15612620138058,1.0
-6.6423212255606225,-18.15612620138058,1.0
-6.640315641483915,-18.15612620138058,1.0
-6.638310057407207,-18.15612620138058,1.0
-6.636304473330498,-18.15612620138058,1.0
-6.634298889253791,-18.15612620138058,1.0
-6.6322933051770825,-18.15612620138058,1.0
-6.630287721100375,-18.15612620138058,1.0
-6.628282137023667,-18.15612620138058,1.0
-6.626276552946958,-18.15612620138058,1.0
-6.624270968870251,-18.15612620138058,1.0
-6.622265384793542,-18.15612620138058,1.0
-6.620259800716834,-18.15612620138058,1.0
-6.618254216640127,-18.15612620138058,1.0
-6.616248632563418,-18.15612620138058,1.0
-6.61424304848671,-18.15612620138058,1.0
-6.612237464410002,-18.15612620138058,1.0
-6.610231880333294,-18.15612620138058,1.0
-6.608226296256586,-18.15612620138058,1.0
-6.606220712179878,-18.15612620138058,1.0
-6.60421512810317,-18.15612620138058,1.0
-6.602209544026462,-18.15612620138058,1.0
-6.600203959949754,-18.15612620138058,1.0
-6.598198375873046,-18.15612620138058,1.0
-6.596192791796338,-18.15612620138058,1.0
-6.59418720771963,-18.15612620138058,1.0
-6.592181623642921,-18.15612620138058,1.0
-6.590176039566214,-18.15612620138058,1.0
-6.5881704554895055,-18.15612620138058,1.0
-6.586164871412797,-18.15612620138058,1.0
-6.58415928733609,-18.15612620138058,1.0
-6.582153703259381,-18.15612620138058,1.0
-6.580148119182674,-18.15612620138058,1.0
-6.5781425351059655,-18.15612620138058,1.0
-6.576136951029257,-18.15612620138058,1.0
-6.57413136695255,-18.15612620138058,1.0
-6.572125782875841,-18.15612620138058,1.0
-6.570120198799133,-18.15612620138058,1.0
-6.568114614722425,-18.15612620138058,1.0
-6.566109030645717,-18.15612620138058,1.0
-6.564103446569009,-18.15612620138058,1.0
-6.562097862492301,-18.15612620138058,1.0
-6.560092278415593,-18.15612620138058,1.0
-6.5580866943388845,-18.15612620138058,1.0
-6.556081110262177,-18.15612620138058,1.0
-6.554075526185469,-18.15612620138058,1.0
-6.552069942108761,-18.15612620138058,1.0
-6.550064358032053,-18.15612620138058,1.0
-6.548058773955344,-18.15612620138058,1.0
-6.546053189878637,-18.15612620138058,1.0
-6.544047605801929,-18.15612620138058,1.0
-6.54204202172522,-18.15612620138058,1.0
-6.540036437648513,-18.15612620138058,1.0
-6.538030853571804,-18.15612620138058,1.0
-6.536025269495096,-18.15612620138058,1.0
-6.5340196854183885,-18.15612620138058,1.0
-6.53201410134168,-18.15612620138058,1.0
-6.530008517264972,-18.15612620138058,1.0
-6.528002933188264,-18.15612620138058,1.0
-6.525997349111556,-18.15612620138058,1.0
-6.5239917650348485,-18.15612620138058,1.0
-6.52198618095814,-18.15612620138058,1.0
-6.519980596881432,-18.15612620138058,1.0
-6.517975012804724,-18.15612620138058,1.0
-6.515969428728016,-18.15612620138058,1.0
-6.5139638446513075,-18.15612620138058,1.0
-6.5119582605746,-18.15612620138058,1.0
-6.509952676497892,-18.15612620138058,1.0
-6.507947092421183,-18.15612620138058,1.0
-6.505941508344476,-18.15612620138058,1.0
-6.5039359242677675,-18.15612620138058,1.0
-6.501930340191059,-18.15612620138058,1.0
-6.499924756114352,-18.15612620138058,1.0
-6.497919172037643,-18.15612620138058,1.0
-6.495913587960936,-18.15612620138058,1.0
-6.493908003884227,-18.15612620138058,1.0
-6.491902419807519,-18.15612620138058,1.0
-6.4898968357308116,-18.15612620138058,1.0
-6.487891251654103,-18.15612620138058,1.0
-6.485885667577395,-18.15612620138058,1.0
-6.483880083500687,-18.15612620138058,1.0
-6.481874499423979,-18.15612620138058,1.0
-6.479868915347271,-18.15612620138058,1.0
-6.477863331270563,-18.15612620138058,1.0
-6.475857747193855,-18.15612620138058,1.0
-6.473852163117146,-18.15612620138058,1.0
-6.471846579040439,-18.15612620138058,1.0
-6.4698409949637306,-18.15612620138058,1.0
-6.467835410887023,-18.15612620138058,1.0
-6.465829826810315,-18.15612620138058,1.0
-6.463824242733606,-18.15612620138058,1.0
-6.461818658656899,-18.15612620138058,1.0
-6.4598130745801905,-18.15612620138058,1.0
-6.457807490503482,-18.15612620138058,1.0
-6.455801906426775,-18.15612620138058,1.0
-6.453796322350066,-18.15612620138058,1.0
-6.451790738273358,-18.15612620138058,1.0
-6.44978515419665,-18.15612620138058,1.0
-6.447779570119942,-18.15612620138058,1.0
-6.445773986043234,-18.15612620138058,1.0
-6.443768401966526,-18.15612620138058,1.0
-6.441762817889818,-18.15612620138058,1.0
-6.43975723381311,-18.15612620138058,1.0
-6.437751649736402,-18.15612620138058,1.0
-6.435746065659694,-18.15612620138058,1.0
-6.433740481582986,-18.15612620138058,1.0
-6.431734897506278,-18.15612620138058,1.0
-6.429729313429569,-18.15612620138058,1.0
-6.427723729352862,-18.15612620138058,1.0
-6.425718145276154,-18.15612620138058,1.0
-6.423712561199445,-18.15612620138058,1.0
-6.421706977122738,-18.15612620138058,1.0
-6.419701393046029,-18.15612620138058,1.0
-6.417695808969321,-18.15612620138058,1.0
-6.4156902248926135,-18.15612620138058,1.0
-6.413684640815905,-18.15612620138058,1.0
-6.411679056739198,-18.15612620138058,1.0
-6.409673472662489,-18.15612620138058,1.0
-6.407667888585781,-18.15612620138058,1.0
-6.4056623045090735,-18.15612620138058,1.0
-6.403656720432365,-18.15612620138058,1.0
-6.401651136355657,-18.15612620138058,1.0
-6.399645552278949,-18.15612620138058,1.0
-6.397639968202241,-18.15612620138058,1.0
-6.3956343841255325,-18.15612620138058,1.0
-6.393628800048825,-18.15612620138058,1.0
-6.391623215972117,-18.15612620138058,1.0
-6.389617631895409,-18.15612620138058,1.0
-6.387612047818701,-18.15612620138058,1.0
-6.3856064637419925,-18.15612620138058,1.0
-6.383600879665285,-18.15612620138058,1.0
-6.381595295588577,-18.15612620138058,1.0
-6.379589711511868,-18.15612620138058,1.0
-6.377584127435161,-18.15612620138058,1.0
-6.375578543358452,-18.15612620138058,1.0
-6.373572959281744,-18.15612620138058,1.0
-6.371567375205037,-18.15612620138058,1.0
-6.369561791128328,-18.15612620138058,1.0
-6.36755620705162,-18.15612620138058,1.0
-6.365550622974912,-18.15612620138058,1.0
-6.363545038898204,-18.15612620138058,1.0
-6.3615394548214965,-18.15612620138058,1.0
-6.359533870744788,-18.15612620138058,1.0
-6.35752828666808,-18.15612620138058,1.0
-6.355522702591372,-18.15612620138058,1.0
-6.353517118514664,-18.15612620138058,1.0
-6.351511534437956,-18.15612620138058,1.0
-6.349505950361248,-18.15612620138058,1.0
-6.34750036628454,-18.15612620138058,1.0
-6.345494782207831,-18.15612620138058,1.0
-6.343489198131124,-18.15612620138058,1.0
-6.3414836140544155,-18.15612620138058,1.0
-6.339478029977707,-18.15612620138058,1.0
-6.337472445901,-18.15612620138058,1.0
-6.335466861824291,-18.15612620138058,1.0
-6.333461277747584,-18.15612620138058,1.0
-6.3314556936708755,-18.15612620138058,1.0
-6.329450109594167,-18.15612620138058,1.0
-6.32744452551746,-18.15612620138058,1.0
-6.325438941440751,-18.15612620138058,1.0
-6.323433357364043,-18.15612620138058,1.0
-6.321427773287335,-18.15612620138058,1.0
-6.319422189210627,-18.15612620138058,1.0
-6.317416605133919,-18.15612620138058,1.0
-6.315411021057211,-18.15612620138058,1.0
-6.313405436980503,-18.15612620138058,1.0
-6.3113998529037945,-18.15612620138058,1.0
-6.309394268827087,-18.15612620138058,1.0
-6.307388684750379,-18.15612620138058,1.0
-6.305383100673671,-18.15612620138058,1.0
-6.303377516596963,-18.15612620138058,1.0
-6.301371932520254,-18.15612620138058,1.0
-6.299366348443547,-18.15612620138058,1.0
-6.297360764366839,-18.15612620138058,1.0
-6.29535518029013,-18.15612620138058,1.0
-6.293349596213423,-18.15612620138058,1.0
-6.291344012136714,-18.15612620138058,1.0
-6.289338428060006,-18.15612620138058,1.0
-6.2873328439832985,-18.15612620138058,1.0
-6.28532725990659,-18.15612620138058,1.0
-6.283321675829882,-18.15612620138058,1.0
-6.281316091753174,-18.15612620138058,1.0
-6.279310507676466,-18.15612620138058,1.0
-6.2773049235997584,-18.15612620138058,1.0
-6.27529933952305,-18.15612620138058,1.0
-6.273293755446342,-18.15612620138058,1.0
-6.271288171369634,-18.15612620138058,1.0
-6.269282587292926,-18.15612620138058,1.0
-6.2672770032162175,-18.15612620138058,1.0
-6.26527141913951,-18.15612620138058,1.0
-6.263265835062802,-18.15612620138058,1.0
-6.261260250986093,-18.15612620138058,1.0
-6.259254666909386,-18.15612620138058,1.0
-6.2572490828326774,-18.15612620138058,1.0
-6.255243498755969,-18.15612620138058,1.0
-6.253237914679262,-18.15612620138058,1.0
-6.251232330602553,-18.15612620138058,1.0
-6.249226746525846,-18.15612620138058,1.0
-6.247221162449137,-18.15612620138058,1.0
-6.245215578372429,-18.15612620138058,1.0
-6.2432099942957215,-18.15612620138058,1.0
-6.241204410219013,-18.15612620138058,1.0
-6.239198826142305,-18.15612620138058,1.0
-6.237193242065597,-18.15612620138058,1.0
-6.235187657988889,-18.15612620138058,1.0
-6.233182073912181,-18.15612620138058,1.0
-6.231176489835473,-18.15612620138058,1.0
-6.229170905758765,-18.15612620138058,1.0
-6.227165321682056,-18.15612620138058,1.0
-6.225159737605349,-18.15612620138058,1.0
-6.2231541535286405,-18.15612620138058,1.0
-6.221148569451933,-18.15612620138058,1.0
-6.219142985375225,-18.15612620138058,1.0
-6.217137401298516,-18.15612620138058,1.0
-6.215131817221809,-18.15612620138058,1.0
-6.2131262331451005,-18.15612620138058,1.0
-6.211120649068392,-18.15612620138058,1.0
-6.209115064991685,-18.15612620138058,1.0
-6.207109480914976,-18.15612620138058,1.0
-6.205103896838268,-18.15612620138058,1.0
-6.20309831276156,-18.15612620138058,1.0
-6.201092728684852,-18.15612620138058,1.0
-6.199087144608145,-18.15612620138058,1.0
-6.197081560531436,-18.15612620138058,1.0
-6.195075976454728,-18.15612620138058,1.0
-6.19307039237802,-18.15612620138058,1.0
-6.191064808301312,-18.15612620138058,1.0
-6.189059224224604,-18.15612620138058,1.0
-6.187053640147896,-18.15612620138058,1.0
-6.185048056071188,-18.15612620138058,1.0
-6.183042471994479,-18.15612620138058,1.0
-6.181036887917772,-18.15612620138058,1.0
-6.179031303841064,-18.15612620138058,1.0
-6.177025719764355,-18.15612620138058,1.0
-6.175020135687648,-18.15612620138058,1.0
-6.173014551610939,-18.15612620138058,1.0
-6.171008967534232,-18.15612620138058,1.0
-6.1690033834575235,-18.15612620138058,1.0
-6.166997799380815,-18.15612620138058,1.0
-6.164992215304108,-18.15612620138058,1.0
-6.162986631227399,-18.15612620138058,1.0
-6.160981047150691,-18.15612620138058,1.0
-6.1589754630739835,-18.15612620138058,1.0
-6.156969878997275,-18.15612620138058,1.0
-6.154964294920567,-18.15612620138058,1.0
-6.152958710843859,-18.15612620138058,1.0
-6.150953126767151,-18.15612620138058,1.0
-6.1489475426904425,-18.15612620138058,1.0
-6.146941958613735,-18.15612620138058,1.0
-6.144936374537027,-18.15612620138058,1.0
-6.142930790460319,-18.15612620138058,1.0
-6.140925206383611,-18.15612620138058,1.0
-6.1389196223069025,-18.15612620138058,1.0
-6.136914038230195,-18.15612620138058,1.0
-6.134908454153487,-18.15612620138058,1.0
-6.132902870076778,-18.15612620138058,1.0
-6.130897286000071,-18.15612620138058,1.0
-6.128891701923362,-18.15612620138058,1.0
-6.126886117846654,-18.15612620138058,1.0
-6.124880533769947,-18.15612620138058,1.0
-6.122874949693238,-18.15612620138058,1.0
-6.12086936561653,-18.15612620138058,1.0
-6.118863781539822,-18.15612620138058,1.0
-6.116858197463114,-18.15612620138058,1.0
-6.1148526133864065,-18.15612620138058,1.0
-6.112847029309698,-18.15612620138058,1.0
-6.11084144523299,-18.15612620138058,1.0
-6.108835861156282,-18.15612620138058,1.0
-6.106830277079574,-18.15612620138058,1.0
-6.104824693002866,-18.15612620138058,1.0
-6.102819108926158,-18.15612620138058,1.0
-6.10081352484945,-18.15612620138058,1.0
-6.098807940772741,-18.15612620138058,1.0
-6.096802356696034,-18.15612620138058,1.0
-6.0947967726193255,-18.15612620138058,1.0
-6.092791188542617,-18.15612620138058,1.0
-6.09078560446591,-18.15612620138058,1.0
-6.088780020389201,-18.15612620138058,1.0
-6.086774436312494,-18.15612620138058,1.0
-6.0847688522357855,-18.15612620138058,1.0
-6.082763268159077,-18.15612620138058,1.0
-6.08075768408237,-18.15612620138058,1.0
-6.078752100005661,-18.15612620138058,1.0
-6.076746515928953,-18.15612620138058,1.0
